Model,Data Stage,Item ID,Original Item ID,Inventory,Run,Response Class,Completion Status,Reasoning Source,Has Figure,Number of Figures,Confidence Raw,Confidence Normalized,AC,RC,Rep,Rep-LM,AD,CB,SRF,SRF-sub,CI,AT,CQ,EVAL,ML
Kimi K2.6,isomorphic variant,V-003,BEMA-08,BEMA,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Kimi K2.6,isomorphic variant,V-003,BEMA-08,BEMA,5,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Kimi K2.6,isomorphic variant,V-004,BEMA-09,BEMA,1,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Kimi K2.6,isomorphic variant,V-004,BEMA-09,BEMA,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Kimi K2.6,isomorphic variant,V-004,BEMA-09,BEMA,3,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Kimi K2.6,isomorphic variant,V-004,BEMA-09,BEMA,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Kimi K2.6,isomorphic variant,V-004,BEMA-09,BEMA,5,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Kimi K2.6,isomorphic variant,V-005,BEMA-19,BEMA,1,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-005,BEMA-19,BEMA,2,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-005,BEMA-19,BEMA,3,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-005,BEMA-19,BEMA,4,class_1,completed,provider auxiliary,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-005,BEMA-19,BEMA,5,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-006,BEMA-24,BEMA,1,,DNF,provider auxiliary,true,2,,,AC-3,RC-4,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-006,BEMA-24,BEMA,2,,DNF,provider auxiliary,true,2,,,AC-3,RC-4,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-006,BEMA-24,BEMA,3,,DNF,provider auxiliary,true,2,,,AC-3,RC-4,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-006,BEMA-24,BEMA,4,,DNF,provider auxiliary,true,2,,,AC-3,RC-4,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-006,BEMA-24,BEMA,5,,DNF,provider auxiliary,true,2,,,AC-3,RC-4,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-007,BEMA-26,BEMA,1,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Kimi K2.6,isomorphic variant,V-007,BEMA-26,BEMA,2,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Kimi K2.6,isomorphic variant,V-007,BEMA-26,BEMA,3,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Kimi K2.6,isomorphic variant,V-007,BEMA-26,BEMA,4,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Kimi K2.6,isomorphic variant,V-007,BEMA-26,BEMA,5,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Kimi K2.6,isomorphic variant,V-008,BEMA-29,BEMA,1,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Kimi K2.6,isomorphic variant,V-008,BEMA-29,BEMA,2,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Kimi K2.6,isomorphic variant,V-008,BEMA-29,BEMA,3,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Kimi K2.6,isomorphic variant,V-008,BEMA-29,BEMA,4,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Kimi K2.6,isomorphic variant,V-008,BEMA-29,BEMA,5,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
Kimi K2.6,isomorphic variant,V-018,TCE-01,TCE,1,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-018,TCE-01,TCE,2,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-018,TCE-01,TCE,3,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-018,TCE-01,TCE,4,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-018,TCE-01,TCE,5,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-019,TCE-02,TCE,1,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-019,TCE-02,TCE,2,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-019,TCE-02,TCE,3,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-019,TCE-02,TCE,4,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-019,TCE-02,TCE,5,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-020,TCE-05,TCE,1,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-020,TCE-05,TCE,2,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-020,TCE-05,TCE,3,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-020,TCE-05,TCE,4,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-020,TCE-05,TCE,5,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-021,TCE-07,TCE,1,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-021,TCE-07,TCE,2,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-021,TCE-07,TCE,3,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-021,TCE-07,TCE,4,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-021,TCE-07,TCE,5,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-022,TCE-09,TCE,1,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-022,TCE-09,TCE,2,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-022,TCE-09,TCE,3,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-022,TCE-09,TCE,4,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-022,TCE-09,TCE,5,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-023,TCE-12,TCE,1,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-023,TCE-12,TCE,2,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-023,TCE-12,TCE,3,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-023,TCE-12,TCE,4,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-023,TCE-12,TCE,5,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-024,TCE-19,TCE,1,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-024,TCE-19,TCE,2,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-024,TCE-19,TCE,3,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-024,TCE-19,TCE,4,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-024,TCE-19,TCE,5,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-025,TCE-21,TCE,1,class_2,completed,visible output,false,0,10,1,AC-2,RC-2,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-025,TCE-21,TCE,2,class_2,completed,visible output,false,0,9,0.9,AC-2,RC-2,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-025,TCE-21,TCE,3,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-025,TCE-21,TCE,4,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Kimi K2.6,isomorphic variant,V-025,TCE-21,TCE,5,class_1,completed,visible output,false,0,9,0.9,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
